player_id,player_name,team,role
1,Player_1,RCB,Batsman
2,Player_2,PBKS,Wicket-Keeper
3,Player_3,SRH,Batsman
4,Player_4,RCB,Batsman
5,Player_5,GT,Wicket-Keeper
6,Player_6,CSK,All-Rounder
7,Player_7,SRH,Wicket-Keeper
8,Player_8,RR,Batsman
9,Player_9,SRH,Wicket-Keeper
10,Player_10,DC,Wicket-Keeper
11,Player_11,KKR,Wicket-Keeper
12,Player_12,RR,
13,Player_13,PBKS,Batsman
14,Player_14,MI,All-Rounder
15,Player_15,DC,Batsman
16,Player_16,CSK,Wicket-Keeper
17,Player_17,LSG,Bowler
18,Player_18,MI,Batsman
19,Player_19,LSG,Bowler
20,Player_20,DC,Batsman
21,Player_21,SRH,Bowler
22,Player_22,MI,Wicket-Keeper
23,Player_23,LSG,Bowler
24,Player_24,GT,All-Rounder
25,Player_25,CSK,Wicket-Keeper
26,Player_26,GT,Bowler
27,Player_27,KKR,Batsman
28,Player_28,KKR,All-Rounder
29,Player_29,CSK,Bowler
30,Player_30,KKR,
31,Player_31,KKR,
32,Player_32,SRH,Bowler
33,Player_33,PBKS,
34,Player_34,RCB,Wicket-Keeper
35,Player_35,LSG,
36,Player_36,CSK,Wicket-Keeper
37,Player_37,LSG,Bowler
38,Player_38,GT,All-Rounder
39,Player_39,KKR,Wicket-Keeper
40,Player_40,DC,Bowler
41,Player_41,RCB,Batsman
42,Player_42,LSG,Wicket-Keeper
43,Player_43,MI,Bowler
44,Player_44,RR,Bowler
45,Player_45,LSG,All-Rounder
46,Player_46,LSG,Batsman
47,Player_47,SRH,Wicket-Keeper
48,Player_48,RCB,Bowler
49,Player_49,DC,Batsman
50,Player_50,RCB,Batsman
51,Player_51,MI,
52,Player_52,RR,All-Rounder
53,Player_53,DC,Batsman
54,Player_54,KKR,Batsman
55,Player_55,LSG,Batsman
56,Player_56,KKR,All-Rounder
57,Player_57,MI,Batsman
58,Player_58,MI,
59,Player_59,RR,Wicket-Keeper
60,Player_60,SRH,
61,Player_61,KKR,
62,Player_62,GT,
63,Player_63,SRH,All-Rounder
64,Player_64,LSG,Bowler
65,Player_65,LSG,
66,Player_66,RCB,Bowler
67,Player_67,SRH,Batsman
68,Player_68,RR,Bowler
69,Player_69,SRH,All-Rounder
70,Player_70,PBKS,All-Rounder
71,Player_71,GT,All-Rounder
72,Player_72,RCB,Bowler
73,Player_73,KKR,All-Rounder
74,Player_74,PBKS,All-Rounder
75,Player_75,KKR,All-Rounder
76,Player_76,LSG,Bowler
77,Player_77,KKR,All-Rounder
78,Player_78,RR,All-Rounder
79,Player_79,MI,Batsman
80,Player_80,CSK,Batsman
81,Player_81,CSK,All-Rounder
82,Player_82,RCB,
83,Player_83,CSK,Wicket-Keeper
84,Player_84,MI,Bowler
85,Player_85,PBKS,All-Rounder
86,Player_86,DC,Wicket-Keeper
87,Player_87,GT,Batsman
88,Player_88,PBKS,Batsman
89,Player_89,RCB,All-Rounder
90,Player_90,RR,Batsman
91,Player_91,DC,Batsman
92,Player_92,RCB,
93,Player_93,RR,Bowler
94,Player_94,PBKS,Wicket-Keeper
95,Player_95,CSK,Batsman
96,Player_96,LSG,Wicket-Keeper
97,Player_97,LSG,Wicket-Keeper
98,Player_98,SRH,Batsman
99,Player_99,MI,
100,Player_100,MI,Bowler
101,Player_101,CSK,
102,Player_102,PBKS,All-Rounder
103,Player_103,SRH,All-Rounder
104,Player_104,RCB,Batsman
105,Player_105,MI,
106,Player_106,LSG,
107,Player_107,LSG,Batsman
108,Player_108,CSK,Batsman
109,Player_109,MI,Bowler
110,Player_110,KKR,
111,Player_111,CSK,Wicket-Keeper
112,Player_112,LSG,All-Rounder
113,Player_113,LSG,Wicket-Keeper
114,Player_114,RR,Bowler
115,Player_115,LSG,
116,Player_116,SRH,Bowler
117,Player_117,DC,
118,Player_118,RCB,Batsman
119,Player_119,LSG,All-Rounder
120,Player_120,GT,Bowler
121,Player_121,SRH,All-Rounder
122,Player_122,SRH,Wicket-Keeper
123,Player_123,PBKS,
124,Player_124,DC,Batsman
125,Player_125,RR,All-Rounder
126,Player_126,RR,Wicket-Keeper
127,Player_127,SRH,Bowler
128,Player_128,RCB,Batsman
129,Player_129,MI,Bowler
130,Player_130,PBKS,Bowler
131,Player_131,SRH,
132,Player_132,RCB,
133,Player_133,RR,
134,Player_134,RCB,All-Rounder
135,Player_135,KKR,Wicket-Keeper
136,Player_136,MI,Bowler
137,Player_137,KKR,Wicket-Keeper
138,Player_138,CSK,Bowler
139,Player_139,PBKS,Batsman
140,Player_140,PBKS,Batsman
141,Player_141,PBKS,
142,Player_142,PBKS,All-Rounder
143,Player_143,LSG,Wicket-Keeper
144,Player_144,RCB,Bowler
145,Player_145,DC,Wicket-Keeper
146,Player_146,KKR,
147,Player_147,GT,Wicket-Keeper
148,Player_148,SRH,Bowler
149,Player_149,DC,
150,Player_150,LSG,
151,Player_151,GT,Wicket-Keeper
152,Player_152,LSG,All-Rounder
153,Player_153,PBKS,Batsman
154,Player_154,GT,
155,Player_155,CSK,Bowler
156,Player_156,PBKS,Batsman
157,Player_157,DC,All-Rounder
158,Player_158,DC,Bowler
159,Player_159,RCB,All-Rounder
160,Player_160,LSG,Bowler
161,Player_161,RR,Bowler
162,Player_162,KKR,Bowler
163,Player_163,KKR,Wicket-Keeper
164,Player_164,PBKS,
165,Player_165,RR,
166,Player_166,LSG,All-Rounder
167,Player_167,PBKS,Bowler
168,Player_168,MI,Batsman
169,Player_169,DC,Bowler
170,Player_170,GT,
171,Player_171,CSK,Wicket-Keeper
172,Player_172,SRH,All-Rounder
173,Player_173,RCB,All-Rounder
174,Player_174,RCB,Bowler
175,Player_175,MI,Bowler
176,Player_176,LSG,Bowler
177,Player_177,RCB,Bowler
178,Player_178,DC,All-Rounder
179,Player_179,DC,Batsman
180,Player_180,LSG,Wicket-Keeper
181,Player_181,KKR,Batsman
182,Player_182,PBKS,Batsman
183,Player_183,RR,
184,Player_184,RCB,
185,Player_185,PBKS,Wicket-Keeper
186,Player_186,RR,Wicket-Keeper
187,Player_187,PBKS,
188,Player_188,RR,
189,Player_189,LSG,Bowler
190,Player_190,KKR,All-Rounder
191,Player_191,CSK,Bowler
192,Player_192,RR,Batsman
193,Player_193,LSG,All-Rounder
194,Player_194,DC,Bowler
195,Player_195,RR,Batsman
196,Player_196,SRH,Wicket-Keeper
197,Player_197,PBKS,Bowler
198,Player_198,RR,All-Rounder
199,Player_199,KKR,Batsman
200,Player_200,LSG,Batsman
201,Player_201,SRH,All-Rounder
202,Player_202,GT,
203,Player_203,SRH,All-Rounder
204,Player_204,GT,Batsman
205,Player_205,PBKS,Batsman
206,Player_206,KKR,
207,Player_207,RR,Wicket-Keeper
208,Player_208,MI,Wicket-Keeper
209,Player_209,SRH,Batsman
210,Player_210,CSK,All-Rounder
211,Player_211,CSK,
212,Player_212,KKR,Batsman
213,Player_213,MI,All-Rounder
214,Player_214,MI,Bowler
215,Player_215,LSG,All-Rounder
216,Player_216,PBKS,All-Rounder
217,Player_217,DC,All-Rounder
218,Player_218,MI,
219,Player_219,PBKS,All-Rounder
220,Player_220,DC,Wicket-Keeper
221,Player_221,CSK,Wicket-Keeper
222,Player_222,SRH,Wicket-Keeper
223,Player_223,GT,Wicket-Keeper
224,Player_224,RCB,
225,Player_225,SRH,All-Rounder
226,Player_226,RCB,Wicket-Keeper
227,Player_227,RCB,Batsman
228,Player_228,KKR,All-Rounder
229,Player_229,PBKS,
230,Player_230,RR,Bowler
231,Player_231,DC,
232,Player_232,LSG,
233,Player_233,KKR,
234,Player_234,RR,Bowler
235,Player_235,DC,Wicket-Keeper
236,Player_236,SRH,All-Rounder
237,Player_237,CSK,Wicket-Keeper
238,Player_238,RCB,Wicket-Keeper
239,Player_239,RCB,All-Rounder
240,Player_240,LSG,Wicket-Keeper
241,Player_241,PBKS,All-Rounder
242,Player_242,GT,All-Rounder
243,Player_243,RR,Wicket-Keeper
244,Player_244,LSG,All-Rounder
245,Player_245,LSG,Wicket-Keeper
246,Player_246,PBKS,All-Rounder
247,Player_247,RR,
248,Player_248,CSK,
249,Player_249,SRH,All-Rounder
250,Player_250,RR,Batsman
251,Player_251,PBKS,Wicket-Keeper
252,Player_252,RCB,Wicket-Keeper
253,Player_253,KKR,All-Rounder
254,Player_254,RR,
255,Player_255,GT,Wicket-Keeper
256,Player_256,GT,Bowler
257,Player_257,CSK,Batsman
258,Player_258,MI,Batsman
259,Player_259,RCB,
260,Player_260,GT,Batsman
261,Player_261,LSG,All-Rounder
262,Player_262,PBKS,Batsman
263,Player_263,PBKS,
264,Player_264,DC,
265,Player_265,PBKS,Batsman
266,Player_266,SRH,All-Rounder
267,Player_267,RR,
268,Player_268,DC,All-Rounder
269,Player_269,RCB,Batsman
270,Player_270,MI,Wicket-Keeper
271,Player_271,KKR,
272,Player_272,PBKS,All-Rounder
273,Player_273,LSG,Batsman
274,Player_274,LSG,
275,Player_275,DC,
276,Player_276,SRH,
277,Player_277,GT,Wicket-Keeper
278,Player_278,RR,
279,Player_279,GT,Bowler
280,Player_280,KKR,Wicket-Keeper
281,Player_281,PBKS,Batsman
282,Player_282,PBKS,
283,Player_283,CSK,Wicket-Keeper
284,Player_284,MI,Wicket-Keeper
285,Player_285,PBKS,
286,Player_286,CSK,Batsman
287,Player_287,GT,All-Rounder
288,Player_288,RCB,Bowler
289,Player_289,SRH,
290,Player_290,SRH,
291,Player_291,CSK,
292,Player_292,SRH,
293,Player_293,CSK,
294,Player_294,RCB,Bowler
295,Player_295,PBKS,Bowler
296,Player_296,DC,
297,Player_297,GT,
298,Player_298,MI,All-Rounder
299,Player_299,KKR,
300,Player_300,RCB,Wicket-Keeper
301,Player_301,DC,
302,Player_302,RR,Bowler
303,Player_303,LSG,Batsman
304,Player_304,KKR,
305,Player_305,RR,Batsman
306,Player_306,DC,
307,Player_307,RCB,Batsman
308,Player_308,GT,
309,Player_309,GT,Bowler
310,Player_310,KKR,
311,Player_311,KKR,Bowler
312,Player_312,CSK,Wicket-Keeper
313,Player_313,RR,All-Rounder
314,Player_314,PBKS,Wicket-Keeper
315,Player_315,SRH,Wicket-Keeper
316,Player_316,DC,Wicket-Keeper
317,Player_317,CSK,
318,Player_318,LSG,Wicket-Keeper
319,Player_319,LSG,Wicket-Keeper
320,Player_320,DC,
321,Player_321,GT,
322,Player_322,KKR,Batsman
323,Player_323,RR,Batsman
324,Player_324,PBKS,Wicket-Keeper
325,Player_325,DC,
326,Player_326,LSG,Wicket-Keeper
327,Player_327,RR,
328,Player_328,GT,Wicket-Keeper
329,Player_329,GT,Wicket-Keeper
330,Player_330,MI,All-Rounder
331,Player_331,MI,
332,Player_332,SRH,All-Rounder
333,Player_333,RR,Bowler
334,Player_334,RR,Batsman
335,Player_335,KKR,Wicket-Keeper
336,Player_336,LSG,Bowler
337,Player_337,RCB,All-Rounder
338,Player_338,GT,Wicket-Keeper
339,Player_339,CSK,Batsman
340,Player_340,DC,Bowler
341,Player_341,GT,Batsman
342,Player_342,RR,All-Rounder
343,Player_343,RCB,Wicket-Keeper
344,Player_344,RCB,Wicket-Keeper
345,Player_345,PBKS,
346,Player_346,RR,Batsman
347,Player_347,GT,Batsman
348,Player_348,SRH,Batsman
349,Player_349,RCB,Bowler
350,Player_350,RR,Bowler
351,Player_351,DC,Bowler
352,Player_352,PBKS,Wicket-Keeper
353,Player_353,GT,All-Rounder
354,Player_354,GT,Batsman
355,Player_355,LSG,Wicket-Keeper
356,Player_356,GT,
357,Player_357,RR,Batsman
358,Player_358,MI,Bowler
359,Player_359,RCB,Wicket-Keeper
360,Player_360,LSG,All-Rounder
361,Player_361,RR,
362,Player_362,CSK,Wicket-Keeper
363,Player_363,GT,All-Rounder
364,Player_364,RCB,Bowler
365,Player_365,KKR,Wicket-Keeper
366,Player_366,MI,
367,Player_367,GT,Wicket-Keeper
368,Player_368,LSG,All-Rounder
369,Player_369,SRH,Bowler
370,Player_370,SRH,
371,Player_371,CSK,
372,Player_372,RCB,All-Rounder
373,Player_373,RCB,All-Rounder
374,Player_374,LSG,All-Rounder
375,Player_375,LSG,All-Rounder
376,Player_376,PBKS,
377,Player_377,RR,Wicket-Keeper
378,Player_378,GT,Batsman
379,Player_379,CSK,Bowler
380,Player_380,PBKS,
381,Player_381,DC,Batsman
382,Player_382,LSG,Wicket-Keeper
383,Player_383,RR,All-Rounder
384,Player_384,RCB,Bowler
385,Player_385,MI,Bowler
386,Player_386,GT,
387,Player_387,KKR,Wicket-Keeper
388,Player_388,DC,Bowler
389,Player_389,LSG,
390,Player_390,MI,All-Rounder
391,Player_391,RCB,All-Rounder
392,Player_392,RR,Wicket-Keeper
393,Player_393,RCB,Bowler
394,Player_394,RCB,
395,Player_395,DC,Bowler
396,Player_396,RCB,Wicket-Keeper
397,Player_397,LSG,Bowler
398,Player_398,KKR,Bowler
399,Player_399,RCB,Bowler
400,Player_400,RCB,Wicket-Keeper
401,Player_401,CSK,Wicket-Keeper
402,Player_402,RCB,
403,Player_403,DC,Wicket-Keeper
404,Player_404,CSK,Bowler
405,Player_405,RCB,Wicket-Keeper
406,Player_406,SRH,
407,Player_407,DC,Bowler
408,Player_408,CSK,Wicket-Keeper
409,Player_409,LSG,Batsman
410,Player_410,MI,All-Rounder
411,Player_411,LSG,Batsman
412,Player_412,LSG,All-Rounder
413,Player_413,DC,Wicket-Keeper
414,Player_414,PBKS,Wicket-Keeper
415,Player_415,RCB,Batsman
416,Player_416,GT,Bowler
417,Player_417,SRH,Batsman
418,Player_418,CSK,Wicket-Keeper
419,Player_419,RR,
420,Player_420,SRH,All-Rounder
421,Player_421,PBKS,
422,Player_422,MI,Wicket-Keeper
423,Player_423,MI,Bowler
424,Player_424,RR,All-Rounder
425,Player_425,LSG,All-Rounder
426,Player_426,PBKS,Batsman
427,Player_427,RR,Batsman
428,Player_428,KKR,Batsman
429,Player_429,PBKS,
430,Player_430,MI,Wicket-Keeper
431,Player_431,CSK,Wicket-Keeper
432,Player_432,RCB,Batsman
433,Player_433,CSK,Wicket-Keeper
434,Player_434,PBKS,Bowler
435,Player_435,PBKS,Bowler
436,Player_436,PBKS,Wicket-Keeper
437,Player_437,PBKS,Batsman
438,Player_438,DC,Wicket-Keeper
439,Player_439,MI,Batsman
440,Player_440,PBKS,
441,Player_441,RR,Wicket-Keeper
442,Player_442,RCB,Bowler
443,Player_443,RCB,Wicket-Keeper
444,Player_444,GT,Wicket-Keeper
445,Player_445,KKR,All-Rounder
446,Player_446,RR,All-Rounder
447,Player_447,GT,All-Rounder
448,Player_448,MI,Wicket-Keeper
449,Player_449,RR,Batsman
450,Player_450,SRH,Bowler
451,Player_451,RCB,Wicket-Keeper
452,Player_452,SRH,Batsman
453,Player_453,SRH,
454,Player_454,GT,Wicket-Keeper
455,Player_455,LSG,All-Rounder
456,Player_456,SRH,
457,Player_457,CSK,
458,Player_458,RR,Batsman
459,Player_459,CSK,
460,Player_460,DC,All-Rounder
461,Player_461,SRH,Wicket-Keeper
462,Player_462,DC,
463,Player_463,LSG,
464,Player_464,GT,Wicket-Keeper
465,Player_465,LSG,Wicket-Keeper
466,Player_466,KKR,Bowler
467,Player_467,RR,
468,Player_468,RCB,
469,Player_469,LSG,All-Rounder
470,Player_470,RR,All-Rounder
471,Player_471,LSG,
472,Player_472,CSK,Bowler
473,Player_473,KKR,Wicket-Keeper
474,Player_474,PBKS,Bowler
475,Player_475,KKR,Bowler
476,Player_476,CSK,Bowler
477,Player_477,RCB,Wicket-Keeper
478,Player_478,PBKS,Wicket-Keeper
479,Player_479,DC,Bowler
480,Player_480,SRH,Wicket-Keeper
481,Player_481,SRH,
482,Player_482,GT,Bowler
483,Player_483,DC,All-Rounder
484,Player_484,CSK,Batsman
485,Player_485,KKR,
486,Player_486,KKR,All-Rounder
487,Player_487,DC,
488,Player_488,PBKS,Bowler
489,Player_489,SRH,Batsman
490,Player_490,RR,All-Rounder
491,Player_491,PBKS,All-Rounder
492,Player_492,SRH,Bowler
493,Player_493,DC,
494,Player_494,RR,
495,Player_495,CSK,Batsman
496,Player_496,KKR,
497,Player_497,MI,Wicket-Keeper
498,Player_498,GT,Bowler
499,Player_499,KKR,Bowler
500,Player_500,RR,All-Rounder
501,Player_501,LSG,Bowler
502,Player_502,GT,
503,Player_503,LSG,
504,Player_504,CSK,
505,Player_505,DC,Batsman
506,Player_506,GT,Wicket-Keeper
507,Player_507,PBKS,
508,Player_508,RCB,Wicket-Keeper
509,Player_509,GT,All-Rounder
510,Player_510,LSG,Bowler
511,Player_511,PBKS,Wicket-Keeper
512,Player_512,RR,All-Rounder
513,Player_513,DC,Bowler
514,Player_514,RCB,
515,Player_515,MI,
516,Player_516,DC,All-Rounder
517,Player_517,LSG,All-Rounder
518,Player_518,LSG,
519,Player_519,CSK,
520,Player_520,LSG,Batsman
521,Player_521,CSK,Batsman
522,Player_522,LSG,Wicket-Keeper
523,Player_523,GT,Wicket-Keeper
524,Player_524,PBKS,Wicket-Keeper
525,Player_525,MI,All-Rounder
526,Player_526,PBKS,Wicket-Keeper
527,Player_527,DC,Wicket-Keeper
528,Player_528,GT,Batsman
529,Player_529,PBKS,Batsman
530,Player_530,DC,
531,Player_531,DC,Wicket-Keeper
532,Player_532,GT,Bowler
533,Player_533,KKR,Wicket-Keeper
534,Player_534,MI,All-Rounder
535,Player_535,PBKS,Wicket-Keeper
536,Player_536,GT,Bowler
537,Player_537,MI,Bowler
538,Player_538,DC,Bowler
539,Player_539,PBKS,Batsman
540,Player_540,GT,
541,Player_541,CSK,
542,Player_542,RCB,Wicket-Keeper
543,Player_543,GT,All-Rounder
544,Player_544,RR,Batsman
545,Player_545,GT,All-Rounder
546,Player_546,CSK,Bowler
547,Player_547,DC,Batsman
548,Player_548,DC,Wicket-Keeper
549,Player_549,KKR,Bowler
550,Player_550,SRH,Bowler
551,Player_551,KKR,
552,Player_552,PBKS,Batsman
553,Player_553,MI,Wicket-Keeper
554,Player_554,KKR,Wicket-Keeper
555,Player_555,GT,All-Rounder
556,Player_556,SRH,
557,Player_557,DC,All-Rounder
558,Player_558,SRH,
559,Player_559,LSG,Wicket-Keeper
560,Player_560,CSK,
561,Player_561,DC,Bowler
562,Player_562,DC,
563,Player_563,KKR,Bowler
564,Player_564,LSG,
565,Player_565,MI,Bowler
566,Player_566,DC,Wicket-Keeper
567,Player_567,GT,All-Rounder
568,Player_568,LSG,
569,Player_569,GT,Batsman
570,Player_570,CSK,
571,Player_571,GT,All-Rounder
572,Player_572,DC,Batsman
573,Player_573,KKR,
574,Player_574,CSK,
575,Player_575,KKR,Batsman
576,Player_576,GT,Wicket-Keeper
577,Player_577,KKR,Wicket-Keeper
578,Player_578,SRH,
579,Player_579,DC,Wicket-Keeper
580,Player_580,GT,Batsman
581,Player_581,PBKS,Bowler
582,Player_582,RCB,Wicket-Keeper
583,Player_583,MI,
584,Player_584,CSK,All-Rounder
585,Player_585,CSK,
586,Player_586,RCB,
587,Player_587,KKR,Wicket-Keeper
588,Player_588,RR,
589,Player_589,CSK,
590,Player_590,KKR,Bowler
591,Player_591,RR,Bowler
592,Player_592,CSK,Batsman
593,Player_593,MI,Batsman
594,Player_594,CSK,Batsman
595,Player_595,KKR,Batsman
596,Player_596,RR,Batsman
597,Player_597,SRH,Batsman
598,Player_598,GT,All-Rounder
599,Player_599,CSK,Batsman
600,Player_600,SRH,All-Rounder
601,Player_601,SRH,Batsman
602,Player_602,RCB,Bowler
603,Player_603,RCB,All-Rounder
